,playerID,yearID,G,R,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,pos,avg
38429,herrmed01,1969,102,31,8,0,8,31.0,0.0,2.0,30,35.0,0.0,8.0,0.0,1.0,7.0,C,0.23103448275862068
38430,herrmed01,1970,96,42,9,0,19,52.0,0.0,1.0,31,41.0,3.0,3.0,2.0,0.0,5.0,C,0.2828282828282828
38431,herrmed01,1971,101,32,6,0,11,35.0,2.0,0.0,44,48.0,12.0,2.0,0.0,4.0,8.0,C,0.21428571428571427
38432,herrmed01,1972,116,23,9,0,10,40.0,0.0,0.0,43,37.0,19.0,4.0,0.0,4.0,13.0,C,0.24858757062146894
38433,herrmed01,1973,119,42,17,1,10,39.0,2.0,4.0,31,55.0,3.0,7.0,2.0,6.0,12.0,C,0.22427440633245382
38434,herrmed01,1974,107,32,13,1,10,39.0,1.0,0.0,16,49.0,6.0,0.0,2.0,3.0,13.0,C,0.25885558583106266
38435,herrmed01,1975,80,16,9,2,6,30.0,0.0,0.0,16,23.0,5.0,0.0,0.0,1.0,6.0,C,0.255
38454,herrto01,1980,76,29,12,5,0,15.0,9.0,2.0,16,21.0,5.0,1.0,1.0,2.0,8.0,2B,0.24774774774774774
38455,herrto01,1981,103,50,14,9,0,46.0,23.0,7.0,39,30.0,3.0,1.0,6.0,5.0,9.0,2B,0.26763990267639903
38456,herrto01,1982,135,83,19,4,0,36.0,25.0,12.0,57,56.0,2.0,2.0,3.0,5.0,5.0,2B,0.2657200811359026
38457,herrto01,1983,89,43,14,4,2,31.0,6.0,8.0,43,27.0,2.0,1.0,8.0,3.0,7.0,2B,0.3226837060702875
38458,herrto01,1984,145,67,23,2,4,49.0,13.0,7.0,49,56.0,2.0,2.0,10.0,3.0,11.0,2B,0.27598566308243727
38459,herrto01,1985,159,97,38,3,8,110.0,31.0,3.0,80,55.0,5.0,2.0,5.0,13.0,6.0,2B,0.30201342281879195
38460,herrto01,1986,152,48,30,4,2,61.0,22.0,8.0,73,75.0,10.0,5.0,6.0,4.0,8.0,2B,0.2522361359570662
38469,hershmi01,1962,148,54,14,2,4,46.0,10.0,6.0,37,36.0,0.0,3.0,5.0,2.0,20.0,OF,0.26229508196721313
38470,hershmi01,1963,135,64,26,2,3,45.0,9.0,3.0,39,39.0,1.0,4.0,5.0,2.0,8.0,OF,0.27941176470588236
38471,hershmi01,1964,141,55,15,3,2,31.0,8.0,6.0,48,47.0,1.0,4.0,4.0,2.0,10.0,OF,0.23008849557522124
38472,hershmi01,1965,150,43,15,5,5,48.0,7.0,3.0,37,42.0,5.0,5.0,2.0,3.0,19.0,OF,0.23076923076923078
38473,hershmi01,1966,146,55,27,7,2,57.0,13.0,5.0,47,37.0,3.0,3.0,4.0,7.0,14.0,OF,0.2527881040892193
38474,hershmi01,1967,142,55,25,1,1,49.0,10.0,3.0,38,40.0,2.0,7.0,5.0,7.0,13.0,OF,0.25416666666666665
38475,hershmi01,1968,99,23,9,2,5,32.0,8.0,3.0,21,22.0,4.0,1.0,2.0,4.0,4.0,OF,0.27235772357723576
38502,herzobu01,1908,64,38,6,2,0,11.0,16.0,0.0,36,0.0,0.0,7.0,10.0,0.0,0.0,2B,0.3
38503,herzobu01,1909,42,16,2,0,0,8.0,2.0,0.0,13,0.0,0.0,1.0,2.0,0.0,0.0,2B,0.18461538461538463
38504,herzobu01,1910,106,51,20,3,3,32.0,13.0,0.0,30,34.0,0.0,15.0,20.0,0.0,0.0,2B,0.25
38505,herzobu01,1911,148,90,33,9,6,67.0,48.0,0.0,47,40.0,0.0,17.0,30.0,0.0,0.0,2B,0.2902033271719039
38506,herzobu01,1912,140,72,20,9,2,47.0,37.0,0.0,57,34.0,0.0,7.0,17.0,0.0,0.0,2B,0.26348547717842324
38507,herzobu01,1913,96,46,15,3,3,31.0,23.0,0.0,22,12.0,0.0,6.0,6.0,0.0,0.0,2B,0.28620689655172415
38508,herzobu01,1914,138,54,14,8,1,40.0,46.0,0.0,42,27.0,0.0,9.0,15.0,0.0,0.0,2B,0.28112449799196787
38615,heywaja01,2010,142,83,29,5,18,72.0,11.0,6.0,91,128.0,2.0,10.0,0.0,2.0,13.0,OF,0.27692307692307694
38616,heywaja01,2011,128,50,18,2,14,42.0,9.0,2.0,51,93.0,4.0,4.0,0.0,3.0,7.0,OF,0.22727272727272727
38617,heywaja01,2012,158,93,30,6,27,82.0,21.0,8.0,58,152.0,1.0,2.0,0.0,3.0,4.0,OF,0.26916524701873934
38618,heywaja01,2013,104,67,22,1,14,38.0,2.0,4.0,48,73.0,1.0,8.0,1.0,0.0,7.0,OF,0.25392670157068065
38619,heywaja01,2014,149,74,26,3,11,58.0,20.0,4.0,67,98.0,3.0,6.0,0.0,3.0,2.0,OF,0.2705061082024433
38620,heywaja01,2015,154,79,33,4,13,60.0,23.0,3.0,56,90.0,4.0,2.0,0.0,3.0,13.0,OF,0.29250457038391225
38621,heywaja01,2016,142,61,27,1,7,49.0,11.0,4.0,54,93.0,0.0,5.0,1.0,2.0,12.0,OF,0.23018867924528302
38663,hickmch01,1900,127,65,19,17,9,91.0,10.0,0.0,17,30.0,0.0,17.0,4.0,0.0,0.0,1B,0.3128964059196617
38664,hickmch01,1901,112,44,20,6,4,62.0,5.0,0.0,15,0.0,0.0,7.0,0.0,0.0,0.0,1B,0.27832512315270935
38665,hickmch01,1902,130,74,36,13,11,110.0,9.0,0.0,15,0.0,0.0,7.0,8.0,0.0,0.0,1B,0.36142322097378277
38666,hickmch01,1903,131,64,31,11,12,97.0,14.0,0.0,17,0.0,0.0,6.0,7.0,0.0,0.0,1B,0.2950191570881226
38667,hickmch01,1904,128,52,28,16,6,67.0,12.0,0.0,24,0.0,0.0,2.0,13.0,0.0,0.0,1B,0.27442827442827444
38668,hickmch01,1905,147,69,37,12,4,66.0,6.0,0.0,21,0.0,0.0,7.0,14.0,0.0,0.0,1B,0.2774869109947644
38669,hickmch01,1906,120,53,25,5,9,57.0,9.0,0.0,14,0.0,0.0,4.0,8.0,0.0,0.0,1B,0.2838137472283814
38680,hickmji02,1962,140,54,18,2,13,46.0,4.0,4.0,47,96.0,2.0,3.0,7.0,3.0,9.0,OF,0.24489795918367346
38681,hickmji02,1963,146,53,21,6,17,51.0,0.0,5.0,44,120.0,1.0,1.0,3.0,4.0,8.0,OF,0.22874493927125505
38682,hickmji02,1964,139,48,14,1,11,57.0,0.0,1.0,36,90.0,4.0,2.0,0.0,1.0,11.0,OF,0.2567237163814181
38683,hickmji02,1965,141,32,18,0,15,40.0,3.0,1.0,27,76.0,3.0,2.0,1.0,1.0,9.0,OF,0.23577235772357724
38684,hickmji02,1966,58,15,7,0,4,16.0,2.0,1.0,13,34.0,0.0,1.0,0.0,0.0,4.0,OF,0.2375
38686,hickmji02,1968,75,22,6,3,5,23.0,1.0,1.0,18,38.0,2.0,1.0,3.0,3.0,6.0,OF,0.22340425531914893
38687,hickmji02,1969,134,38,11,2,21,54.0,2.0,1.0,47,74.0,3.0,0.0,0.0,4.0,8.0,OF,0.23668639053254437
38723,hidalri01,1998,74,31,15,0,7,35.0,3.0,3.0,17,37.0,0.0,2.0,0.0,4.0,5.0,OF,0.3033175355450237
38724,hidalri01,1999,108,49,25,2,15,56.0,8.0,5.0,56,73.0,2.0,4.0,0.0,5.0,5.0,OF,0.22715404699738903
38725,hidalri01,2000,153,118,42,3,44,122.0,13.0,6.0,56,110.0,3.0,21.0,0.0,9.0,13.0,OF,0.31362007168458783
38726,hidalri01,2001,146,70,29,3,19,80.0,3.0,5.0,54,107.0,3.0,16.0,0.0,11.0,15.0,OF,0.275390625
38727,hidalri01,2002,114,54,17,4,15,48.0,6.0,2.0,43,85.0,1.0,6.0,0.0,2.0,13.0,OF,0.2345360824742268
38728,hidalri01,2003,141,91,43,4,28,88.0,9.0,7.0,58,104.0,8.0,8.0,0.0,5.0,10.0,OF,0.3093385214007782
38729,hidalri01,2004,144,67,26,3,25,82.0,4.0,4.0,44,129.0,7.0,5.0,0.0,6.0,19.0,OF,0.2390057361376673
38753,higgibo02,1995,131,61,17,5,14,43.0,6.0,4.0,62,107.0,3.0,5.0,2.0,7.0,5.0,OF,0.22439024390243903
38754,higgibo02,1996,130,75,35,0,26,81.0,6.0,3.0,65,66.0,7.0,1.0,3.0,6.0,7.0,OF,0.32045454545454544
38755,higgibo02,1997,146,94,30,5,27,101.0,12.0,7.0,70,85.0,2.0,3.0,0.0,4.0,10.0,OF,0.29853479853479853
38756,higgibo02,1998,157,92,37,4,25,85.0,3.0,3.0,63,101.0,2.0,6.0,0.0,4.0,16.0,OF,0.28431372549019607
38757,higgibo02,1999,107,51,18,0,12,46.0,4.0,6.0,64,66.0,2.0,2.0,0.0,2.0,2.0,OF,0.23872679045092837
38758,higgibo02,2000,154,104,44,4,30,102.0,15.0,3.0,74,99.0,6.0,2.0,2.0,3.0,5.0,OF,0.2998324958123953
38759,higgibo02,2001,147,84,28,6,17,71.0,20.0,12.0,80,65.0,3.0,2.0,1.0,9.0,8.0,OF,0.27726432532347506
38779,higgipi01,1933,152,85,34,12,13,99.0,2.0,7.0,61,53.0,0.0,2.0,5.0,0.0,0.0,3B,0.31393298059964725
38780,higgipi01,1934,144,89,37,6,16,90.0,9.0,2.0,56,70.0,0.0,0.0,7.0,0.0,0.0,3B,0.3296500920810313
38781,higgipi01,1935,133,69,32,4,23,94.0,6.0,2.0,42,62.0,0.0,2.0,5.0,0.0,0.0,3B,0.2958015267175573
38782,higgipi01,1936,146,89,32,2,12,80.0,7.0,4.0,67,61.0,0.0,0.0,3.0,0.0,0.0,3B,0.28909090909090907
38783,higgipi01,1937,153,88,33,5,9,106.0,2.0,6.0,76,51.0,0.0,1.0,7.0,0.0,0.0,3B,0.3017543859649123
38784,higgipi01,1938,139,77,29,5,5,106.0,10.0,9.0,71,55.0,0.0,1.0,7.0,0.0,0.0,3B,0.30343511450381677
38785,higgipi01,1939,132,57,23,2,8,76.0,7.0,4.0,56,41.0,0.0,2.0,14.0,0.0,14.0,3B,0.27607361963190186
38800,highan01,1922,153,82,27,10,6,65.0,3.0,12.0,59,26.0,0.0,4.0,17.0,0.0,0.0,2B,0.28324697754749567
38801,highan01,1923,123,51,23,9,3,37.0,4.0,1.0,47,13.0,0.0,1.0,15.0,0.0,0.0,2B,0.2699530516431925
38802,highan01,1924,144,98,26,13,6,61.0,3.0,6.0,57,16.0,0.0,2.0,13.0,0.0,0.0,2B,0.3281786941580756
38803,highan01,1925,104,42,15,2,4,34.0,3.0,6.0,38,7.0,0.0,1.0,9.0,0.0,0.0,2B,0.25748502994011974
38804,highan01,1926,130,55,17,10,2,66.0,4.0,0.0,39,9.0,0.0,1.0,17.0,0.0,0.0,2B,0.296218487394958
38805,highan01,1927,113,59,15,9,4,46.0,4.0,0.0,26,11.0,0.0,2.0,10.0,0.0,0.0,2B,0.3020833333333333
38806,highan01,1928,111,58,14,3,6,37.0,2.0,0.0,37,10.0,0.0,3.0,14.0,0.0,0.0,2B,0.28532608695652173
38860,hillaa01,2005,105,49,25,3,3,40.0,2.0,1.0,34,41.0,0.0,5.0,3.0,4.0,5.0,2B,0.2742382271468144
38861,hillaa01,2006,155,70,28,3,6,50.0,5.0,2.0,42,66.0,5.0,9.0,4.0,5.0,15.0,2B,0.29120879120879123
38862,hillaa01,2007,160,87,47,2,17,78.0,4.0,3.0,41,102.0,1.0,0.0,3.0,5.0,21.0,2B,0.2911184210526316
38863,hillaa01,2008,55,19,14,0,2,20.0,4.0,2.0,16,31.0,0.0,3.0,4.0,1.0,4.0,2B,0.2634146341463415
38864,hillaa01,2009,158,103,37,0,36,108.0,6.0,2.0,42,98.0,1.0,5.0,1.0,4.0,17.0,2B,0.2859237536656892
38865,hillaa01,2010,138,70,22,0,26,68.0,2.0,2.0,41,85.0,2.0,8.0,1.0,2.0,8.0,2B,0.20454545454545456
38866,hillaa01,2011,137,61,27,3,8,61.0,21.0,7.0,35,72.0,1.0,7.0,2.0,7.0,10.0,2B,0.24615384615384617
38893,hilldo01,1983,53,20,7,0,2,15.0,1.0,1.0,4,21.0,0.0,0.0,5.0,2.0,3.0,2B,0.26582278481012656
38894,hilldo01,1984,73,21,6,0,2,16.0,1.0,1.0,5,12.0,0.0,0.0,4.0,2.0,3.0,2B,0.22988505747126436
38895,hilldo01,1985,123,45,13,2,3,48.0,9.0,4.0,23,33.0,2.0,0.0,16.0,4.0,7.0,2B,0.28498727735368956
38896,hilldo01,1986,108,37,16,2,4,29.0,5.0,2.0,23,38.0,1.0,0.0,4.0,0.0,9.0,2B,0.2831858407079646
38897,hilldo01,1987,111,57,14,6,9,46.0,1.0,0.0,30,35.0,1.0,1.0,4.0,4.0,11.0,2B,0.23902439024390243
38898,hilldo01,1988,83,17,6,1,2,20.0,3.0,1.0,26,32.0,1.0,0.0,3.0,3.0,3.0,2B,0.2171945701357466
38899,hilldo01,1990,103,36,18,2,3,32.0,1.0,2.0,29,27.0,1.0,1.0,6.0,4.0,10.0,2B,0.26420454545454547
38945,hillesh02,2001,139,52,20,2,12,49.0,3.0,4.0,13,61.0,3.0,7.0,1.0,4.0,12.0,3B,0.26282051282051283
38946,hillesh02,2002,156,94,43,4,18,83.0,4.0,2.0,25,95.0,4.0,12.0,0.0,5.0,18.0,3B,0.29337539432176657
38947,hillesh02,2003,134,60,35,1,20,97.0,1.0,0.0,24,70.0,4.0,6.0,0.0,9.0,22.0,3B,0.2796116504854369
38948,hillesh02,2004,148,68,36,3,15,80.0,2.0,0.0,24,49.0,2.0,12.0,0.0,6.0,18.0,3B,0.3096085409252669
38949,hillesh02,2005,152,91,36,2,18,82.0,5.0,1.0,26,79.0,2.0,22.0,0.0,3.0,21.0,3B,0.29124579124579125
38950,hillesh02,2006,141,73,27,1,21,68.0,1.0,2.0,21,80.0,2.0,9.0,0.0,6.0,22.0,3B,0.27735849056603773
38951,hillesh02,2007,73,25,5,2,4,31.0,0.0,3.0,7,30.0,1.0,1.0,0.0,3.0,9.0,3B,0.250936329588015
38954,hillgl01,1990,84,47,11,3,12,32.0,8.0,3.0,18,62.0,0.0,0.0,0.0,0.0,5.0,OF,0.23076923076923078
38955,hillgl01,1991,72,29,8,2,8,25.0,6.0,4.0,23,54.0,0.0,0.0,1.0,3.0,7.0,OF,0.2579185520361991
38956,hillgl01,1992,102,38,16,1,18,49.0,9.0,6.0,20,73.0,0.0,4.0,0.0,1.0,11.0,OF,0.24119241192411925
38957,hillgl01,1993,97,33,14,2,15,47.0,8.0,3.0,17,71.0,1.0,1.0,1.0,4.0,4.0,OF,0.26436781609195403
38958,hillgl01,1994,89,48,12,1,10,38.0,19.0,6.0,29,57.0,0.0,0.0,0.0,1.0,5.0,OF,0.29739776951672864
38959,hillgl01,1995,132,71,29,4,24,86.0,25.0,5.0,39,98.0,4.0,1.0,0.0,2.0,11.0,OF,0.2635814889336016
38960,hillgl01,1996,98,56,26,0,19,67.0,6.0,3.0,33,95.0,3.0,6.0,0.0,3.0,6.0,OF,0.2796833773087071
39008,hillma01,1975,72,14,4,0,5,23.0,0.0,0.0,25,27.0,5.0,0.0,1.0,3.0,7.0,C,0.21428571428571427
39009,hillma01,1976,54,11,5,0,3,15.0,0.0,1.0,10,19.0,2.0,1.0,2.0,2.0,3.0,C,0.183206106870229
39010,hillma01,1977,108,28,10,0,9,50.0,0.0,1.0,34,34.0,6.0,0.0,3.0,7.0,12.0,C,0.25
39011,hillma01,1978,117,20,15,1,3,36.0,1.0,2.0,45,39.0,8.0,1.0,2.0,0.0,12.0,C,0.2430167597765363
39012,hillma01,1979,63,20,3,0,3,15.0,0.0,1.0,26,25.0,5.0,0.0,2.0,3.0,5.0,C,0.20710059171597633
39013,hillma01,1980,46,9,4,1,2,9.0,0.0,0.0,4,17.0,0.0,0.0,2.0,0.0,4.0,C,0.2072072072072072
39016,hillma01,1983,58,11,6,0,1,11.0,0.0,1.0,9,24.0,2.0,0.0,4.0,0.0,4.0,C,0.22556390977443608
39080,hinchbi01,1907,152,62,19,9,1,50.0,15.0,0.0,47,0.0,0.0,15.0,16.0,0.0,0.0,OF,0.22762645914396887
39081,hinchbi01,1908,137,55,23,8,6,59.0,9.0,0.0,38,0.0,0.0,9.0,19.0,0.0,0.0,OF,0.23060344827586207
39082,hinchbi01,1909,139,57,20,13,2,53.0,22.0,0.0,41,0.0,0.0,9.0,17.0,0.0,0.0,OF,0.25820568927789933
39083,hinchbi01,1915,156,72,33,14,5,77.0,17.0,17.0,48,75.0,0.0,8.0,16.0,0.0,0.0,OF,0.30675909878682844
39084,hinchbi01,1916,152,64,18,16,4,76.0,10.0,0.0,54,61.0,0.0,2.0,17.0,0.0,0.0,OF,0.3153153153153153
39085,hinchbi01,1917,69,27,5,5,2,29.0,5.0,0.0,33,27.0,0.0,1.0,4.0,0.0,0.0,OF,0.1885245901639344
39086,hinchbi01,1918,50,10,5,2,0,13.0,1.0,0.0,15,8.0,0.0,2.0,4.0,0.0,0.0,OF,0.23423423423423423
39101,hinespa01,1873,39,33,6,3,1,29.0,0.0,1.0,1,2.0,0.0,0.0,0.0,0.0,1.0,OF,0.3314917127071823
39102,hinespa01,1874,59,47,10,2,0,34.0,4.0,1.0,4,4.0,0.0,0.0,0.0,0.0,1.0,OF,0.2952029520295203
39103,hinespa01,1875,68,45,14,4,0,36.0,6.0,9.0,1,0.0,0.0,0.0,0.0,0.0,1.0,OF,0.32792207792207795
39104,hinespa01,1876,64,62,21,3,2,59.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,OF,0.33114754098360655
39105,hinespa01,1877,60,44,11,7,0,23.0,0.0,0.0,1,8.0,0.0,0.0,0.0,0.0,0.0,OF,0.2796934865900383
39106,hinespa01,1878,62,42,13,4,4,50.0,0.0,0.0,2,10.0,0.0,0.0,0.0,0.0,0.0,OF,0.35797665369649806
39107,hinespa01,1879,85,81,25,10,2,52.0,0.0,0.0,8,16.0,0.0,0.0,0.0,0.0,0.0,OF,0.3569682151589242
39130,hinsker01,2002,151,99,38,2,24,84.0,13.0,1.0,77,138.0,5.0,2.0,0.0,5.0,12.0,1B,0.2791519434628975
39131,hinsker01,2003,124,74,45,3,12,63.0,12.0,2.0,59,104.0,1.0,1.0,0.0,5.0,11.0,1B,0.24276169265033407
39132,hinsker01,2004,155,66,23,3,15,69.0,12.0,8.0,54,109.0,2.0,4.0,0.0,6.0,14.0,1B,0.24561403508771928
39133,hinsker01,2005,147,79,31,2,15,68.0,8.0,4.0,46,121.0,4.0,8.0,0.0,6.0,8.0,1B,0.2620545073375262
39134,hinsker01,2006,109,43,17,2,13,34.0,2.0,2.0,35,79.0,2.0,0.0,0.0,0.0,8.0,1B,0.27075812274368233
39135,hinsker01,2007,84,25,12,3,6,21.0,3.0,0.0,28,54.0,2.0,3.0,0.0,1.0,7.0,1B,0.20430107526881722
39136,hinsker01,2008,133,59,21,1,20,60.0,10.0,3.0,47,88.0,4.0,3.0,0.0,1.0,13.0,1B,0.24671916010498687
39145,hintoch01,1961,106,51,13,5,6,34.0,22.0,5.0,40,81.0,1.0,1.0,0.0,3.0,5.0,OF,0.25958702064896755
39146,hintoch01,1962,151,73,25,6,17,75.0,28.0,10.0,47,66.0,0.0,0.0,3.0,6.0,13.0,OF,0.30996309963099633
39147,hintoch01,1963,150,80,20,12,15,55.0,25.0,9.0,64,79.0,2.0,1.0,8.0,7.0,14.0,OF,0.26855123674911663
39148,hintoch01,1964,138,71,25,7,11,53.0,17.0,6.0,57,77.0,7.0,1.0,0.0,3.0,21.0,OF,0.27431906614785995
39149,hintoch01,1965,133,59,17,6,18,54.0,17.0,3.0,53,65.0,2.0,1.0,5.0,3.0,8.0,OF,0.2552204176334107
39150,hintoch01,1966,123,46,9,3,12,50.0,10.0,6.0,35,66.0,2.0,1.0,2.0,3.0,7.0,OF,0.2557471264367816
39151,hintoch01,1967,147,55,19,3,10,37.0,6.0,8.0,43,100.0,5.0,1.0,6.0,4.0,7.0,OF,0.24497991967871485
39175,hislela01,1969,145,75,23,5,20,56.0,18.0,8.0,48,152.0,8.0,5.0,2.0,0.0,7.0,OF,0.26556016597510373
39176,hislela01,1970,126,52,22,4,10,44.0,5.0,5.0,53,139.0,2.0,3.0,3.0,4.0,9.0,OF,0.20493827160493827
39178,hislela01,1973,143,88,25,6,15,64.0,11.0,4.0,64,128.0,2.0,4.0,2.0,3.0,13.0,OF,0.27155963302752295
39179,hislela01,1974,143,68,20,7,19,79.0,12.0,6.0,48,112.0,5.0,8.0,4.0,6.0,14.0,OF,0.28627450980392155
39180,hislela01,1975,80,37,9,2,11,51.0,17.0,3.0,27,39.0,3.0,1.0,2.0,4.0,5.0,OF,0.3137254901960784
39181,hislela01,1976,155,81,19,5,14,96.0,31.0,18.0,56,93.0,4.0,4.0,11.0,9.0,11.0,OF,0.2719449225473322
39182,hislela01,1977,141,95,36,3,28,119.0,21.0,10.0,56,106.0,5.0,6.0,5.0,7.0,11.0,OF,0.3021978021978022
39189,hitchbi01,1942,85,27,8,1,0,29.0,2.0,2.0,26,21.0,0.0,1.0,3.0,0.0,8.0,2B,0.21071428571428572
39190,hitchbi01,1946,101,27,8,3,0,25.0,2.0,4.0,27,52.0,0.0,1.0,4.0,0.0,10.0,2B,0.21008403361344538
39191,hitchbi01,1947,80,25,2,2,1,28.0,3.0,0.0,21,34.0,0.0,0.0,6.0,0.0,9.0,2B,0.22181818181818183
39192,hitchbi01,1948,49,15,3,2,1,20.0,0.0,0.0,7,9.0,0.0,1.0,2.0,0.0,4.0,2B,0.29838709677419356
39193,hitchbi01,1949,55,22,6,1,0,9.0,2.0,3.0,17,11.0,0.0,1.0,5.0,0.0,7.0,2B,0.20408163265306123
39194,hitchbi01,1950,115,35,22,5,1,54.0,3.0,1.0,45,32.0,0.0,0.0,3.0,0.0,30.0,2B,0.2731829573934837
39195,hitchbi01,1951,77,27,10,4,1,36.0,2.0,0.0,21,23.0,0.0,2.0,4.0,0.0,2.0,2B,0.3063063063063063
39218,hoagmy01,1934,97,45,8,2,3,34.0,1.0,3.0,21,21.0,0.0,0.0,3.0,0.0,0.0,OF,0.26693227091633465
39219,hoagmy01,1935,48,13,4,1,1,13.0,4.0,2.0,12,19.0,0.0,0.0,2.0,0.0,0.0,OF,0.2545454545454545
39220,hoagmy01,1936,45,23,9,4,3,34.0,3.0,1.0,7,16.0,0.0,3.0,3.0,0.0,0.0,OF,0.30128205128205127
39221,hoagmy01,1937,106,48,19,8,3,46.0,4.0,7.0,33,33.0,0.0,3.0,6.0,0.0,0.0,OF,0.3011049723756906
39222,hoagmy01,1938,85,28,14,3,0,48.0,4.0,3.0,25,31.0,0.0,2.0,4.0,0.0,0.0,OF,0.27715355805243447
39223,hoagmy01,1939,129,58,23,4,10,75.0,9.0,5.0,24,35.0,0.0,1.0,8.0,0.0,16.0,OF,0.2946058091286307
39224,hoagmy01,1940,76,20,11,0,3,26.0,2.0,0.0,13,30.0,0.0,0.0,3.0,0.0,4.0,OF,0.2617801047120419
39229,hoakdo01,1954,88,41,9,5,7,26.0,8.0,3.0,25,39.0,0.0,4.0,4.0,2.0,7.0,3B,0.24521072796934865
39230,hoakdo01,1955,94,50,13,3,5,19.0,9.0,5.0,46,50.0,0.0,1.0,6.0,0.0,9.0,3B,0.24014336917562723
39231,hoakdo01,1956,121,51,18,4,5,37.0,8.0,3.0,41,46.0,0.0,1.0,8.0,4.0,4.0,3B,0.21462264150943397
39232,hoakdo01,1957,149,78,39,2,19,89.0,8.0,15.0,74,54.0,5.0,4.0,5.0,4.0,13.0,3B,0.29300567107750475
39233,hoakdo01,1958,114,51,30,0,6,50.0,6.0,8.0,43,36.0,4.0,2.0,3.0,1.0,11.0,3B,0.26139088729016785
39234,hoakdo01,1959,155,60,29,3,8,65.0,9.0,2.0,71,75.0,4.0,4.0,6.0,6.0,18.0,3B,0.29432624113475175
39235,hoakdo01,1960,155,97,24,9,16,79.0,3.0,2.0,74,74.0,9.0,1.0,4.0,4.0,17.0,3B,0.2820976491862568
39254,hoblidi01,1908,32,8,3,2,0,8.0,2.0,0.0,7,0.0,0.0,2.0,3.0,0.0,0.0,1B,0.2543859649122807
39255,hoblidi01,1909,142,59,23,11,4,67.0,17.0,0.0,44,0.0,0.0,2.0,29.0,0.0,0.0,1B,0.30754352030947774
39256,hoblidi01,1910,155,85,24,13,4,70.0,28.0,0.0,47,32.0,0.0,2.0,18.0,0.0,0.0,1B,0.27823240589198034
39257,hoblidi01,1911,158,81,19,13,11,91.0,32.0,0.0,42,44.0,0.0,8.0,22.0,0.0,0.0,1B,0.28938906752411575
39258,hoblidi01,1912,148,73,32,12,2,85.0,23.0,0.0,48,28.0,0.0,2.0,26.0,0.0,0.0,1B,0.2939068100358423
39259,hoblidi01,1913,137,59,23,7,3,62.0,18.0,0.0,35,26.0,0.0,2.0,19.0,0.0,0.0,1B,0.2848605577689243
39260,hoblidi01,1914,147,62,18,10,0,59.0,19.0,12.0,45,47.0,0.0,7.0,27.0,0.0,0.0,1B,0.2620545073375262
39301,hockide01,1996,49,16,6,0,1,10.0,3.0,3.0,8,24.0,0.0,0.0,1.0,1.0,3.0,SS,0.1968503937007874
39302,hockide01,1997,115,28,12,4,2,25.0,3.0,5.0,18,51.0,0.0,1.0,5.0,1.0,6.0,SS,0.25691699604743085
39303,hockide01,1998,110,32,6,1,3,15.0,2.0,1.0,16,44.0,1.0,0.0,3.0,2.0,2.0,SS,0.20202020202020202
39304,hockide01,1999,136,47,18,2,7,41.0,11.0,7.0,22,54.0,1.0,3.0,4.0,6.0,10.0,SS,0.266839378238342
39305,hockide01,2000,134,52,24,4,4,47.0,7.0,5.0,48,77.0,1.0,0.0,7.0,5.0,2.0,SS,0.2975871313672922
39306,hockide01,2001,112,34,16,2,3,25.0,6.0,1.0,29,67.0,1.0,2.0,4.0,1.0,7.0,SS,0.25076452599388377
39307,hockide01,2002,102,28,13,0,2,25.0,0.0,2.0,24,44.0,0.0,1.0,4.0,5.0,3.0,SS,0.25
39311,hodapjo01,1925,37,12,5,1,0,14.0,2.0,3.0,11,7.0,0.0,0.0,5.0,0.0,0.0,2B,0.23846153846153847
39313,hodapjo01,1927,79,25,15,3,5,40.0,2.0,2.0,14,23.0,0.0,0.0,7.0,0.0,0.0,2B,0.30416666666666664
39314,hodapjo01,1928,116,51,31,6,2,73.0,2.0,1.0,20,20.0,0.0,0.0,12.0,0.0,0.0,2B,0.32293986636971045
39315,hodapjo01,1929,90,30,12,7,4,51.0,3.0,3.0,15,14.0,0.0,1.0,6.0,0.0,0.0,2B,0.32653061224489793
39316,hodapjo01,1930,154,111,51,8,9,121.0,6.0,5.0,32,29.0,0.0,1.0,19.0,0.0,0.0,2B,0.3543307086614173
39317,hodapjo01,1931,122,71,19,4,2,56.0,1.0,5.0,27,23.0,0.0,2.0,5.0,0.0,0.0,2B,0.2948717948717949
39318,hodapjo01,1932,75,23,9,0,3,20.0,1.0,0.0,11,5.0,0.0,0.0,4.0,0.0,0.0,2B,0.21875
39331,hodgegi01,1948,134,48,18,5,11,70.0,7.0,0.0,43,61.0,0.0,0.0,4.0,0.0,11.0,1B,0.2494802494802495
39332,hodgegi01,1949,156,94,23,4,23,115.0,10.0,0.0,66,64.0,0.0,4.0,10.0,0.0,13.0,1B,0.28523489932885904
39333,hodgegi01,1950,153,98,26,2,32,113.0,6.0,0.0,73,73.0,0.0,1.0,11.0,0.0,14.0,1B,0.28342245989304815
39334,hodgegi01,1951,158,118,25,3,40,103.0,9.0,7.0,93,99.0,0.0,5.0,1.0,0.0,13.0,1B,0.26804123711340205
39335,hodgegi01,1952,153,87,27,1,32,102.0,2.0,4.0,107,90.0,0.0,2.0,2.0,0.0,9.0,1B,0.25393700787401574
